Feb 14th 2026:  LeagueSuper Over. (02/13/2026)
                     Kashmir Files Vs Karnataka Lies



,,,Kashmir Files Batting

	BatsMan, How Out, Fielder, Bowler, Runs, Balls, Fours,Sixers
	Venkat Visvanathan,ctw,Kumar S,Deepu D,1,11,0,0
Vln Vasudevan,ct,Substitute,Deepu D,2,6,0,0
Sampath Sathish Friend,ct,Srikanth R,Vivek B,9,7,1,0
Deven Samant,rt,,,15,19,1,0
Sathish Natarajan,ct,Shishir J,Ritesh C,14,13,2,0
Raj Raj,ct,Kamal B,Deepu D,24,19,3,0
Raviraj Murdeshwar,rt,,,12,13,1,0
Prabh Singh,,,,25,24,2,1
Subbu Kuchibhotla,,,,8,10,0,0
Rohit Suri,ro,,Shishir J,1,1,0,0
Shishir Jain,rt,,,9,12,0,0
Tbd1,,,,0,0,0,0

	
		Byes: 2 , Leg Byes: 0, Wickets : 6  Wides : 4, No Balls: 3 Penalty : 0,120,20.0

,,,Karnataka Lies Bowling 
													
	Bowler,Overs,Madiens,Runs,Wickets,Wides,No Balls,Hattricks,Dot Balls
	Deepu Deepu,3.0,0,11,3,1,0,0,12
Vivek Baveja,2.0,0,16,1,1,2,0,8
Ritesh Chhajer,3.0,0,12,1,0,0,0,8
Kamal Bhatia,3.0,0,16,0,0,0,0,8
Srikanth Rao,3.0,0,17,0,2,0,0,7
Kumar Sundararaman,3.0,0,17,0,0,1,0,11
Vinodh Sekaran,1.0,0,14,0,0,0,0,1

Total, 20.0 ,0,118,6,4,3,0,55

Kashmir Files Fall of Wickets
                      
VLN V, 1-3 ,  Over 2.1
Venkat V, 2-5 ,  Over 2.6
Sampath , 3-15 ,  Over 3.5
Sathish , 4-42 ,  Over 7.2
Deven S, 4-54Retired ,  Over 10.0
Raj R, 4-85Retired ,  Over 13.6
Raviraj , 4-85Retired ,  Over 13.6
Prabh S, 4-102Retired ,  Over 17.0
Rohit S, 5-106 ,  Over 17.4
Raj R, 6-107 ,  Over 18.2


,,,Karnataka Lies Batting
                            
BatsMan, How Out, Fielder, Bowler, Runs, Balls, Fours,Sixers
	Vinodh Sekaran,ct,Tbd1,Rohit S,10,11,2,0
Ramki Ramki,ro,Sampath S,Raj R,5,8,0,0
Vivek Baveja,rt,,,23,20,3,0
Ritesh Chhajer,ct,Raj R,Prabh S,23,22,1,2
Ravi Poruri,ct,Deven S,Sampath S,3,4,0,0
Suriya Gurumurthy,rt,,,3,8,0,0
Kamal Bhatia,,,,23,19,1,2
Kumar Sundararaman,ro,VLN V,Subbu K,5,7,0,0
Srikanth Rao,ro,VLN V,Prabh S,1,3,0,0
Deepu Deepu,,,,9,9,1,0
Tbd2,,,,0,0,0,0

Byes: 0 , Leg Byes: 0, Wickets : 6  Wides : 3, No Balls: 3 Penalty : 0,120,20.0

,,,Kashmir Files Bowling

	Bowler,Overs,Madiens,Runs,Wickets,Wides,No Balls,Hattricks,Dot Balls
	Rohit Suri,3.0,0,13,1,2,0,0,11
Vln Vasudevan,2.0,0,16,0,0,1,0,6
Raviraj Murdeshwar,3.0,0,19,0,0,0,0,7
Raj Raj,3.0,0,25,0,0,2,0,7
Prabh Singh,3.0,1,12,1,0,0,0,10
Sampath Sathish Friend,3.0,0,11,1,0,0,0,8
Subbu Kuchibhotla,3.0,0,24,0,1,0,0,10
Shishir Jain,2.0,0,15,0,0,0,0,4

Total, 20.0 ,1,120,6,3,3,0,63

Karnataka Lies Fall of wickets
                      
Vinodh S, 1-13 ,  Over2.2
Ramki R, 2-33 ,  Over5.2
Vivek B, 2-53Retired ,  Over7.0
Ravi P, 3-67 ,  Over9.2
Ritesh C, 4-69 ,  Over10.5
Suriya G, 4-78Retired ,  Over13.0
Kamal B, 4-87Retired ,  Over15.0
Shishir , 4-92Retired ,  Over16.0
Srikanth, 5-96 ,  Over17.1
Kumar S, 6-108 ,  Over19.1
