Mar 15th 2026:  LeagueSaptapadi Super Kings won by 4 Wickets (03/14/2026)
                     Kanyadan Knight Riders Vs Saptapadi Super Kings



,,,Kanyadan Knight Riders Batting

	BatsMan, How Out, Fielder, Bowler, Runs, Balls, Fours,Sixers
	Ravi Krishnaswamy,ct,Kumar S,Subbu K,1,2,0,0
Vignesh Ramasamy,ctw,Sanjay M,Vijay P,11,15,0,1
Ravi Poruri,ct,Sampath S,Kumar S,4,11,0,0
Anubhav Sharma,ctw,Sanjay M,Sampath S,18,20,1,0
Prabh Singh,b,,Srikanth R,20,22,3,0
Ritesh Chhajer,,,,35,30,3,0
Vivek Baveja,ct,Sampath S,Parag V,0,6,0,0
Rohit Suri,ctw,Sanjay M,Parag V,0,8,0,0
Karthik Jaikumar,ct,Abhishek K,Sampath S,10,9,1,0
Sateesh Jamakhandi,ctw,Sanjay M,Abhishek K,6,12,1,0
Tbd2,,,,0,1,0,0

	
		Byes: 0 , Leg Byes: 0, Wickets : 0  Wides : 10, No Balls: 4 Penalty : 0,119,22.0

,,,Saptapadi Super Kings Bowling 
													
	Bowler,Overs,Madiens,Runs,Wickets,Wides,No Balls,Hattricks,Dot Balls
	Suriya Gurumurthy,2.0,0,6,0,1,0,0,8
Subbu Kuchibhotla,1.0,0,4,1,0,0,0,2
Vinodh Sekaran,2.0,0,12,0,7,1,0,8
Kumar Sundararaman,2.0,0,16,1,0,0,0,5
Sampath Sathish Friend,3.0,0,20,2,1,2,0,11
Srikanth Rao,3.0,0,16,1,0,0,0,8
Parag Vaidya,3.0,0,13,2,0,1,0,12
Vijay Pinni,3.0,0,15,1,1,0,0,10
Abhishek Karthik Bil,3.0,0,17,1,0,0,0,11

Total, 22.0 ,0,119,9,10,4,0,75

Kanyadan Knight Riders Fall of Wickets
                      
Ravi K, 1-2 ,  Over 1.1
Vignesh , 1-10Retired ,  Over 3.0
Ravi P, 2-13 ,  Over 4.2
Anubhav , 3-48 ,  Over 9.5
Prabh S, 4-54 ,  Over 10.4
Vivek B, 5-55 ,  Over 11.5
Rohit S, 6-57 ,  Over 13.4
Karthik , 7-75 ,  Over 16.1
Sateesh , 8-94 ,  Over 19.4
Vignesh , 9-102 ,  Over 20.3


,,,Saptapadi Super Kings Batting
                            
BatsMan, How Out, Fielder, Bowler, Runs, Balls, Fours,Sixers
	Sanjay Moyya,ct,Karthik J,Vivek B,18,16,3,0
Suriya Gurumurthy,ctw,Ravi K,Sateesh J,10,16,1,0
Vinodh Sekaran,ct,Rohit S,Vivek B,0,4,0,0
Sathish Natarajan,rt,,,38,35,3,1
Srikanth Rao,rt,,,13,20,0,0
Subbu Kuchibhotla,ct,Karthik J,Ritesh C,6,6,1,0
Kumar Sundararaman,ctw,Ravi K,Ritesh C,0,1,0,0
Sampath Sathish Friend,rt,,,7,10,0,0
Parag Vaidya,b,,Prabh S,0,2,0,0
Vijay Pinni,,,,15,9,2,1
Abhishek Karthik Bil,,,,1,2,0,0
Tbd1,,,,0,0,0,0

Byes: 0 , Leg Byes: 0, Wickets : 0  Wides : 10, No Balls: 4 Penalty : 0,122,19.3

,,,Kanyadan Knight Riders Bowling

	Bowler,Overs,Madiens,Runs,Wickets,Wides,No Balls,Hattricks,Dot Balls
	Ravi Poruri,1.0,0,11,0,3,1,0,3
Sateesh Jamakhandi,2.0,0,6,1,0,0,0,9
Karthik Jaikumar,3.0,0,16,0,0,0,0,5
Vivek Baveja,2.0,0,16,2,1,2,0,6
Anubhav Sharma,3.0,0,19,0,2,1,0,9
Ritesh Chhajer,2.3,0,29,2,3,0,0,7
Prabh Singh,3.0,0,10,1,0,0,0,13
Rohit Suri,3.0,0,15,0,1,0,0,11

Total, 19.3 ,0,122,6,10,4,0,63

Saptapadi Super Kings Fall of wickets
                      
Suriya G, 1-29 ,  Over4.3
Sanjay M, 2-34 ,  Over5.2
Vinodh S, 3-36 ,  Over5.4
Srikanth, 3-77Retired ,  Over13.0
Subbu K, 4-96 ,  Over15.3
Kumar S, 5-96 ,  Over15.4
Sathish , 5-98Retired ,  Over16.0
Parag V, 6-98 ,  Over16.2
Sampath , 6-115Retired ,  Over19.0
