Jan 11th 2026:  LeagueStrict Management won by 33 Runs (02/08/2026)
                     Strict Management Vs Strictly Teacher Pet



,,,Strict Management Batting

	BatsMan, How Out, Fielder, Bowler, Runs, Balls, Fours,Sixers
	Sampath Sathish Friend,ct,Karthik J,Sateesh J,2,7,0,0
Rohit Suri,rt,,,25,29,0,1
Shishir Jain,ct,Chidanand S,Sateesh J,12,9,1,0
Vinod Baya,ct,Ravi K,Karthik J,17,21,1,0
Kamal Bhatia,rt,,,5,14,1,0
Ritesh Chhajer,rt,,,21,16,2,1
Vignesh Ramasamy,rt,,,2,7,0,0
Anubhav Sharma,rt,,,7,14,1,0
Vijay Pinni,ctw,Ravi K,Raman V,19,11,1,2
Venkat Visvanathan,,,,1,5,0,0
Sathish Natarajan,,,,0,2,0,0
Kumar Sundararaman,,,,0,0,0,0
Tbd2,,,,0,0,0,0
Parag Vaidya,,,,0,0,0,0

	
		Byes: 4 , Leg Byes: 0, Wickets : 4  Wides : 8, No Balls: 3 Penalty : 0,126,22.0

,,,Strictly Teacher Pet Bowling 
													
	Bowler,Overs,Madiens,Runs,Wickets,Wides,No Balls,Hattricks,Dot Balls
	Vln Vasudevan,3.0,0,16,0,2,0,0,9
Sateesh Jamakhandi,3.0,0,17,2,1,0,0,9
Karthik Jaikumar,3.0,0,13,1,0,0,0,11
Raj Raj,2.0,0,13,0,0,3,0,7
Raman Venkatraman,3.0,0,12,1,1,0,0,13
Srikanth Rao,3.0,0,23,0,0,0,0,9
Sudhi Vijayakumar,3.0,0,19,0,3,0,0,9
Chidanand Sekar,2.0,0,9,0,1,0,0,8

Total, 22.0 ,0,122,4,8,3,0,75

Strict Management Fall of Wickets
                      
Sampath , 1-10 ,  Over 1.4
Shishir , 2-24 ,  Over 3.5
Vinod B, 3-53 ,  Over 9.1
Kamal B, 3-61Retired ,  Over 12.0
Rohit S, 3-72Retired ,  Over 14.0
Ritesh C, 3-93Retired ,  Over 17.0
Vignesh , 3-93Retired ,  Over 17.1
Anubhav , 3-119Retired ,  Over 20.0
Vijay P, 4-125 ,  Over 20.5


,,,Strictly Teacher Pet Batting
                            
BatsMan, How Out, Fielder, Bowler, Runs, Balls, Fours,Sixers
	Ravi Krishnaswamy,ctw,Vinod B,Ritesh C,1,9,0,0
Subbu Kuchibhotla,ct,Sampath S,Anubhav S,0,1,0,0
Suriya Gurumurthy,ct,Shishir J,Rohit S,3,15,0,0
Ramki Ramki,ct,Kamal B,Kamal B,14,21,1,0
Raj Raj,ctw,Kumar S,Sampath S,4,9,0,0
Vln Vasudevan,ct,Anubhav S,Kamal B,27,31,1,1
Srikanth Rao,ct,Kamal B,Parag V,8,8,1,0
Sateesh Jamakhandi,ct,Vignesh R,Shishir J,1,4,0,0
Karthik Jaikumar,b,,Kumar S,8,8,0,0
Sudhi Vijayakumar,,,,9,23,1,0
Raman Venkatraman,b,,Kamal B,0,1,0,0
Chidanand Sekar,,,,0,6,0,0
Tbd1,,,,0,0,0,0

Byes: 0 , Leg Byes: 0, Wickets : 10  Wides : 14, No Balls: 4 Penalty : 0,93,22.0

,,,Strict Management Bowling

	Bowler,Overs,Madiens,Runs,Wickets,Wides,No Balls,Hattricks,Dot Balls
	Anubhav Sharma,2.0,0,4,1,2,0,0,10
Ritesh Chhajer,2.0,1,1,1,1,0,0,12
Rohit Suri,2.0,0,10,1,3,0,0,7
Sampath Sathish Friend,2.0,0,11,1,1,2,0,6
Parag Vaidya,2.0,0,13,1,4,0,0,7
Shishir Jain,2.0,0,9,1,2,0,0,5
Kumar Sundararaman,2.0,0,15,1,0,2,0,6
Sathish Natarajan,2.0,0,16,0,0,0,0,6
Vijay Pinni,3.0,1,3,0,0,0,0,15
Kamal Bhatia,3.0,0,11,3,1,0,0,12

Total, 22.0 ,2,93,10,14,4,0,86

Strictly Teacher Pet Fall of wickets
                      
Subbu K, 1-2 ,  Over0.5
Ravi K, 2-3 ,  Over1.5
Suriya G, 3-9 ,  Over4.6
Ramki R, 3-22Retired ,  Over7.0
Raj R, 4-25 ,  Over7.5
Srikanth, 5-40 ,  Over10.1
Sateesh , 6-44 ,  Over11.3
Karthik , 7-71 ,  Over14.1
VLN V, 8-79 ,  Over16.2
Raman V, 9-79 ,  Over16.3
Ramki R, 10-91 ,  Over20.1
